scenario,method,path_cost,path_len,constraint_rate,planning_ms,plan_ms,init_ms,infer_ms,smooth_ms,sim_ms,total_ms,timing_info,timing_info_json,cold_start,warm_start,warmup_excluded,parsed_edges,parsed_edge_ratio,signal_edges,signal_ratio,default_edges,coverage,time_s,sumo_time,total_edges,status,parse_failed,fallback_status
场景E 不对称方向拥堵（测试模型方向提取能力）,R1-Raw,10.0,5,36.4,0.06,0.06,0.0,24581.36,0.0,2011.99,26593.4,"{'init_ms': 0.0, 'infer_ms': 24581.36, 'smooth_ms': 0.0, 'total_ms': 26593.4, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 24581.36, ""smooth_ms"": 0.0, ""total_ms"": 26593.4, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,24.58,773.7,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,R1-LoRA★,10.0,5,36.4,0.06,0.06,0.0,49398.81,0.0,2206.29,51605.16,"{'init_ms': 0.0, 'infer_ms': 49398.81, 'smooth_ms': 0.0, 'total_ms': 51605.16, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 49398.81, ""smooth_ms"": 0.0, ""total_ms"": 51605.16, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,49.4,773.7,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,Sparse-LoRA★★,18.5,6,72.7,0.07,0.07,0.0,1344.9,0.0,1814.74,3159.71,"{'init_ms': 0.0, 'infer_ms': 1344.9, 'smooth_ms': 0.0, 'total_ms': 3159.71, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1344.9, ""smooth_ms"": 0.0, ""total_ms"": 3159.71, ""cold_start"": false}",False,True,True,12,12.5,12,12.5,84,12.5,1.34,394.1,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,Sparse-LoRA+GAT★★★,19.58,6,72.7,0.07,0.07,0.0,1344.35,0.0,1792.12,3136.54,"{'init_ms': 0.0, 'infer_ms': 1344.35, 'smooth_ms': 0.0, 'total_ms': 3136.54, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1344.35, ""smooth_ms"": 0.0, ""total_ms"": 3136.54, ""cold_start"": false}",False,True,True,12,12.5,78,81.2,18,81.2,1.34,394.1,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,Dijkstra,8.0,8,21.4,0.08,0.08,0.0,0.0,0.0,1884.21,1884.29,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1884.29, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1884.29, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,0.0,446.5,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,Rule-A*,12.8,8,21.4,0.07,0.07,0.0,0.0,0.0,1974.05,1974.12,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1974.12, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1974.12, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,446.5,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,DQN,15.8,10,21.4,0.12,0.12,0.0,0.0,0.0,2162.34,2162.47,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2162.47, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2162.47, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,529.7,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,GCN-Weight,15.95,8,21.4,0.08,0.08,0.0,0.0,0.0,2043.1,2043.18,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2043.18, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2043.18, ""cold_start"": false}",False,True,True,96,100.0,68,70.8,28,70.8,0.0,682.2,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,Raw-Qwen,16.0,8,21.4,0.08,0.08,0.0,11847.19,0.0,1845.55,13692.82,"{'init_ms': 0.0, 'infer_ms': 11847.19, 'smooth_ms': 0.0, 'total_ms': 13692.82, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 11847.19, ""smooth_ms"": 0.0, ""total_ms"": 13692.82, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,11.85,446.5,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,CoT-Qwen,16.0,8,28.6,0.08,0.08,0.0,5386.8,0.0,1788.19,7175.07,"{'init_ms': 0.0, 'infer_ms': 5386.8, 'smooth_ms': 0.0, 'total_ms': 7175.07, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 5386.8, ""smooth_ms"": 0.0, ""total_ms"": 7175.07, ""cold_start"": false}",False,True,True,3,3.1,3,3.1,93,3.1,5.39,446.5,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,Qwen-LoRA★,16.0,8,21.4,0.08,0.08,0.0,12989.19,0.0,1952.11,14941.38,"{'init_ms': 0.0, 'infer_ms': 12989.19, 'smooth_ms': 0.0, 'total_ms': 14941.38, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 12989.19, ""smooth_ms"": 0.0, ""total_ms"": 14941.38, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,12.99,446.5,96,parse_failed_default_2.0,True,parse_failed_default_2.0
场景F 大规模复合灾害（极限压力测试）,LoRA+GAT★★,16.27,8,21.4,0.09,0.09,0.0,12953.09,0.0,1790.06,14743.24,"{'init_ms': 0.0, 'infer_ms': 12953.09, 'smooth_ms': 0.0, 'total_ms': 14743.24, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 12953.09, ""smooth_ms"": 0.0, ""total_ms"": 14743.24, ""cold_start"": false}",False,True,True,0,0.0,40,41.7,56,41.7,12.95,446.5,96,parse_failed_default_2.0,True,parse_failed_default_2.0
场景F 大规模复合灾害（极限压力测试）,R1-Raw,45.5,9,57.1,0.07,0.07,0.0,28530.83,0.0,1934.31,30465.22,"{'init_ms': 0.0, 'infer_ms': 28530.83, 'smooth_ms': 0.0, 'total_ms': 30465.22, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 28530.83, ""smooth_ms"": 0.0, ""total_ms"": 30465.22, ""cold_start"": false}",False,True,True,89,92.7,89,92.7,7,92.7,28.53,618.3,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,R1-LoRA★,38.1,8,50.0,0.08,0.08,0.0,27185.99,0.0,1813.29,28999.37,"{'init_ms': 0.0, 'infer_ms': 27185.99, 'smooth_ms': 0.0, 'total_ms': 28999.37, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 27185.99, ""smooth_ms"": 0.0, ""total_ms"": 28999.37, ""cold_start"": false}",False,True,True,95,99.0,95,99.0,1,99.0,27.19,496.1,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,Sparse-LoRA★★,9.2,8,21.4,0.08,0.08,0.0,1819.56,0.0,1989.78,3809.42,"{'init_ms': 0.0, 'infer_ms': 1819.56, 'smooth_ms': 0.0, 'total_ms': 3809.42, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1819.56, ""smooth_ms"": 0.0, ""total_ms"": 3809.42, ""cold_start"": false}",False,True,True,4,4.2,4,4.2,92,4.2,1.82,446.5,96,ok,False,ok
场景F 大规模复合灾害（极限压力测试）,Sparse-LoRA+GAT★★★,10.15,8,21.4,0.07,0.07,0.0,1816.51,0.0,1848.87,3665.45,"{'init_ms': 0.0, 'infer_ms': 1816.51, 'smooth_ms': 0.0, 'total_ms': 3665.45, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1816.51, ""smooth_ms"": 0.0, ""total_ms"": 3665.45, ""cold_start"": false}",False,True,True,4,4.2,44,45.8,52,45.8,1.82,446.5,96,ok,False,ok
