scenario,preset_id,scene_profile,method,start_edge,end_edge,travel_time_s,planning_time_s,model_infer_time_s,route_solve_time_s,constraint_rate,signal_ratio,signal_edges,parsed_edges,parsed_edge_ratio,default_edges,path_len,path_cost,simulation_seed,warmup_seconds,evaluation_start_time,evaluation_end_time,scene_profile_version,use_gat,model_path,protocol_snapshot_json,notes
场景E 方向不对称拥堵,E,directional_asymmetry,Sparse-LoRA,R4C0_E,R4C4_E,1334.7,1.576688,1.576487,0.0002,85.71,8.3,8,8,8.3,88,6,327.206971,202,180,180,2100,sha256:eb0410e2b384,False,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2100, ""evaluation_start_time"": 180, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 60, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [180, 180], ""warmup_seconds"": 180}",model_merged_sparse_v2_stage4_fix 主链路，A* + live SUMO。
场景D 中央核心节点封锁,D,core_blockage,Sparse-LoRA,R0C0_E,R4C3_E,1037.5,1.852088,1.85185,0.000238,37.5,25.0,24,24,25.0,72,7,668.102323,303,240,240,2400,sha256:eb0410e2b384,False,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2400, ""evaluation_start_time"": 240, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 60, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [240, 240], ""warmup_seconds"": 240}",model_merged_sparse_v2_stage4_fix 主链路，A* + live SUMO。
场景G 传播范围外溢,G,propagation_range,Sparse-LoRA,R0C0_E,C4R3_N,1852.1,1.079955,1.079704,0.000252,66.67,3.1,3,3,3.1,93,7,295.321121,404,240,240,2400,sha256:eb0410e2b384,False,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2400, ""evaluation_start_time"": 240, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 45, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [240, 240], ""warmup_seconds"": 240}",model_merged_sparse_v2_stage4_fix 主链路，A* + live SUMO。
场景C 多路段复合拥堵,C,compound_disaster,Sparse-LoRA,R0C0_E,R3C4_E,2400.1,1.73824,1.737969,0.00027,81.82,17.7,17,17,17.7,79,7,322.582958,505,300,300,2700,sha256:eb0410e2b384,False,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2700, ""evaluation_start_time"": 300, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 30, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [300, 300], ""warmup_seconds"": 300}",model_merged_sparse_v2_stage4_fix 主链路，A* + live SUMO。
场景N normal_baseline 正常通行,N,normal_baseline,Sparse-LoRA+GAT,R3C0_E,R3C4_E,198.4,0.715075,0.714936,0.000139,100.0,100.0,96,0,0.0,0,4,173.399432,101,120,120,1800,sha256:eb0410e2b384,True,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 1800, ""evaluation_start_time"": 120, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 60, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [120, 120], ""warmup_seconds"": 120}",model_merged_sparse_v2_stage4_fix + gat_model_v2_gated.pt，走 live SUMO。
场景A 黄河路单向拥堵,A,simple_local,Sparse-LoRA+GAT,R3C0_E,R3C4_E,318.7,1.114482,1.114338,0.000143,50.0,100.0,96,1,1.0,0,4,252.387271,111,180,180,2100,sha256:eb0410e2b384,True,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2100, ""evaluation_start_time"": 180, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 60, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [180, 180], ""warmup_seconds"": 180}",model_merged_sparse_v2_stage4_fix + gat_model_v2_gated.pt，走 live SUMO。
场景E 方向不对称拥堵,E,directional_asymmetry,Sparse-LoRA+GAT,R4C0_E,R4C4_E,1334.7,1.529705,1.529501,0.000203,85.71,100.0,96,8,8.3,0,6,329.768539,202,180,180,2100,sha256:eb0410e2b384,True,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2100, ""evaluation_start_time"": 180, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 60, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [180, 180], ""warmup_seconds"": 180}",model_merged_sparse_v2_stage4_fix + gat_model_v2_gated.pt，走 live SUMO。
场景D 中央核心节点封锁,D,core_blockage,Sparse-LoRA+GAT,R0C0_E,R4C3_E,1037.5,1.834351,1.834081,0.00027,37.5,100.0,96,24,25.0,0,7,670.826258,303,240,240,2400,sha256:eb0410e2b384,True,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2400, ""evaluation_start_time"": 240, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 60, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [240, 240], ""warmup_seconds"": 240}",model_merged_sparse_v2_stage4_fix + gat_model_v2_gated.pt，走 live SUMO。
场景G 传播范围外溢,G,propagation_range,Sparse-LoRA+GAT,R0C0_E,C4R3_N,1852.1,1.076428,1.076144,0.000284,66.67,100.0,96,3,3.1,0,7,298.953264,404,240,240,2400,sha256:eb0410e2b384,True,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2400, ""evaluation_start_time"": 240, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 45, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [240, 240], ""warmup_seconds"": 240}",model_merged_sparse_v2_stage4_fix + gat_model_v2_gated.pt，走 live SUMO。
场景C 多路段复合拥堵,C,compound_disaster,Sparse-LoRA+GAT,R0C0_E,R3C4_E,2400.1,1.738022,1.737759,0.000263,81.82,100.0,96,17,17.7,0,7,325.322366,505,300,300,2700,sha256:eb0410e2b384,True,/root/autodl-tmp/model_merged_sparse_v2_stage4_fix,"{""evaluation_end_time"": 2700, ""evaluation_start_time"": 300, ""legacy_field_mapping"": {""infer_time"": ""model_infer_time_s"", ""plan_ms"": ""planning_time_ms"", ""planning_ms"": ""planning_time_ms"", ""sumo_time"": ""travel_time_s"", ""time_s"": ""planning_time_s"", ""travel_time"": ""travel_time_s"", ""true_travel_time"": ""analytical_travel_time_s_legacy""}, ""legacy_field_notes"": {""infer_time"": ""Model inference-only time; this is a subcomponent of planning time, not travel time."", ""plan_ms"": ""Legacy planning latency field in milliseconds."", ""planning_ms"": ""Legacy planning latency field in milliseconds."", ""sumo_time"": ""SUMO-measured vehicle travel time in seconds."", ""time_s"": ""Legacy seconds field that was often used for inference or planning time, depending on the script."", ""travel_time"": ""SUMO-measured vehicle travel time in seconds in the current app pipeline."", ""true_travel_time"": ""Legacy analytical proxy from evaluate.py rather than a live SUMO trip duration.""}, ""num_eval_seeds"": 1, ""planning_time_definition"": ""Planning Time (s) = model inference time + route solving time only. It excludes SUMO startup, warm-up, simulation stepping, and live vehicle travel."", ""reroute_period"": 30, ""reroute_trigger_mode"": ""periodic"", ""simulation_seed_policy"": ""scene_profile_fixed_seed_single_run"", ""travel_time_definition"": ""Travel Time (s) = SUMO trip duration for the evaluated vehicle only, measured from vehicle depart to vehicle arrival inside the simulator."", ""vehicle_depart_window"": [300, 300], ""warmup_seconds"": 300}",model_merged_sparse_v2_stage4_fix + gat_model_v2_gated.pt，走 live SUMO。
